term,tagging_id,frequency_in_corpus,family,genus,species
dexterity,5236,3911,character,social-roles,gameplay/attributes
diplomat,4374,243,character,social-roles,social-role/bureaucrat
disciple,1671,206,character,social-roles,social-role/religion
disposition,1183,373,character,social-roles,person/personality
distinct,1167,550,character,social-roles,person/personality
doctor,2946,444,character,social-roles,social-role/medicine
doctor,2952,444,character,social-roles,social-role/professional
driver,4069,450,character,social-roles,social-role/vehicle
druid,5206,3253,character,social-roles,social-role/magic
drunk,4983,266,character,social-roles,person/traits
drunken,3242,174,character,social-roles,social-role/riff-raff
duchess,1555,147,character,social-roles,social-role/upper-class
duke,5088,815,character,social-roles,social-role/nobility
dynasty,4480,422,character,social-roles,social-role/ruler
eager,4196,592,character,social-roles,person/traits/boy-scout
ear,11,972,character,the-human-body,body
eccentric,1591,106,character,social-roles,character-traits
educate,1581,159,character,social-roles,character-traits
elder,1658,1311,character,social-roles,social-role/religion
elderly,3237,142,character,social-roles,social-role/riff-raff
eldest,1681,147,character,social-roles,social-role/religion
eldritch,5349,686,character,supernatural,magic
elect,4474,423,character,social-roles,social-role/ruler
elusive,1580,125,character,social-roles,character-traits
emperor,5092,1286,character,social-roles,social-role/ruler
employee,4375,306,character,social-roles,social-role/bureaucrat
employer,4511,356,character,social-roles,social-role/fraternal
energetic,5012,131,character,social-roles,person/traits
enforcer,4223,218,character,social-roles,social-role
engineer,5260,647,character,social-roles,social-role/artisan
entertainer,4364,238,character,social-roles,social-role/entertainer
equip,1172,877,character,social-roles,person/personality
experienced,2948,595,character,social-roles,social-role/professional
experimentation,4676,146,character,social-roles,social-role/genius-inventor
explorer,4096,846,character,social-roles,social-role/travel
extension,4670,215,character,social-roles,social-role/genius-inventor
eye,1,7430,character,the-human-body,body
eyed,2154,332,character,the-human-body,body/face
facial,2155,146,character,social-roles,body/face
famed,3890,205,character,faction,social-role/fame
famous,3872,834,character,social-roles,social-role/fame
farmer,4079,774,character,social-roles,social-role/commerce
farmer,4103,774,character,social-roles,social-role/laborer
fat,2157,443,character,the-human-body,body/face
fealty,4484,178,character,social-roles,social-role/ruler
fellow,4504,837,character,social-roles,social-role/fraternal
fierce,4205,528,character,social-roles,person/traits
fighter,5321,2889,character,social-roles,social-role/gameplay-classes
fighter,5340,2889,character,social-roles,magic
finesse,747,720,character,social-roles,skillful-graceful
finger,9,913,character,the-human-body,body
fisher,5031,232,character,social-roles,social-role/outsider/commerce
flaw,1165,1038,character,social-roles,person/personality
folk,4149,2919,character,social-roles,social-role
follower,1659,1622,character,social-roles,social-role/religion
foolish,4209,290,character,social-roles,person/traits/idiot
forehead,2109,146,character,the-human-body,body/parts
foreigner,1518,244,character,social-roles,social-role/riff-raff
founder,4481,323,character,social-roles,social-role/ruler
fugitive,1516,179,character,social-roles,social-role/riff-raff
funny,4992,122,character,social-roles,person/traits
gambler,3238,100,character,social-roles,social-role/riff-raff
ganger,1513,228,character,social-roles,social-role/riff-raff
gatherer,5036,124,character,social-roles,social-role/outsider/commerce
gaunt,2167,125,character,the-human-body,body/face
gender,1180,333,character,social-roles,person/personality
generous,4967,279,character,social-roles,person/traits/rulership/good-king
genius,4665,239,character,social-roles,social-role/genius-inventor
greedy,4215,277,character,social-roles,person/traits
grin,2162,237,character,the-human-body,body/face
guest,4154,860,character,social-roles,social-role
guildmaster,4461,172,character,social-roles,social-role/courtier
hair,4,1665,character,the-human-body,body
haired,2163,131,character,the-human-body,body/face
hand,8,13141,character,the-human-body,body
handsome,2161,230,character,the-human-body,body/face
head,7,6570,character,the-human-body,body
healer,5263,922,character,social-roles,social-role/artisan
heir,5093,766,character,social-roles,social-role/ruler
helper,4468,127,character,social-roles,social-role/protege
henchman,2959,282,character,social-roles,social-role/minion
herald,5194,302,character,social-roles,social-role/medieval-fantasy
herbalism,4368,128,character,social-roles,social-role/medicine/herbalist
herbalist,4371,100,character,social-roles,social-role/medicine/herbalist
hereditary,4499,141,character,social-roles,social-role/ruler
hermit,3235,285,character,social-roles,social-role/riff-raff
hero,4155,8904,character,social-roles,social-role
hireling,2956,519,character,social-roles,social-role/minion
honest,4212,375,character,social-roles,person/traits/boy-scout
honorable,4220,256,character,social-roles,person/traits
hospitality,4502,252,character,social-roles,social-role/fraternal
hunt,4108,4509,character,social-roles,social-role/hunter
hunter,4109,3050,character,social-roles,social-role/hunter
hybrid,5317,898,character,social-roles,social-role/gameplay-classes
hybrid,5339,898,character,social-roles,magic
immigrant,3944,116,character,social-roles,social-role/frontier
incapable,5017,153,character,social-roles,person/traits
incompetent,1588,113,character,social-roles,character-traits
infamous,3891,298,character,social-roles,social-role/fame
inferior,3232,156,character,social-roles,social-role/riff-raff
influential,3882,316,character,social-roles,social-role/fame
initiate,1657,1453,character,social-roles,social-role/religion
innately,5347,354,character,social-roles,magic
innovation,4675,174,character,social-roles,social-role/genius-inventor
inquisitive,1590,121,character,social-roles,character-traits
inquisitor,4416,121,character,social-roles,social-role/religion/military
insightful,1579,103,character,social-roles,character-traits
instructor,2943,184,character,social-roles,social-role/education
instructor,2945,184,character,social-roles,social-role/medicine
instructor,2951,184,character,social-roles,social-role/professional
intensely,5022,102,character,social-roles,person/traits
interloper,1511,129,character,social-roles,social-role/riff-raff
invention,4668,305,character,social-roles,social-role/genius-inventor
inventor,4673,204,character,social-roles,social-role/genius-inventor
investigator,4382,338,character,social-roles,social-role/law-and-order
jaw,21,975,character,the-human-body,body
jester,4356,116,character,social-roles,social-role/entertainer
jeweler,5269,154,character,social-roles,social-role/artisan
joint,3253,286,character,the-human-body,body
joke,4982,239,character,social-roles,person/traits
judge,2812,609,character,social-roles,social-role/law-and-order
keeper,5209,741,character,social-roles,social-role
king,5087,7997,character,social-roles,social-role/nobility
knee,2107,259,character,the-human-body,body/parts
knight,4151,7032,character,social-roles,social-role
knowledgeable,1582,101,character,social-roles,character-traits
laborer,4086,448,character,social-roles,social-role/commerce
laborer,4099,448,character,social-roles,social-role/labor
lady,5089,1750,character,social-roles,social-role/nobility
lawful,1154,1440,character,social-roles,person/personality
lawyer,4380,139,character,social-roles,social-role/law-and-order
lazy,5026,150,character,social-roles,person/traits
leader,4163,4360,character,social-roles,social-role
leader,4186,4360,character,social-roles,social-role/ruler
leadership,4164,1155,character,social-roles,social-role
leadership,4187,1155,character,social-roles,social-role/ruler
learner,4666,189,character,social-roles,social-role/genius-inventor
leg,12,1498,character,the-human-body,body
liar,1578,107,character,social-roles,character-traits
liege,4494,172,character,social-roles,social-role/ruler
lieutenant,4170,461,character,social-roles,social-role
lieutenant,4191,461,character,social-roles,social-role/ruler/military
limb,10,1141,character,the-human-body,body
lip,2111,268,character,the-human-body,body/parts
lodge,4501,1288,character,social-roles,social-role/fraternal
lord,5085,6220,character,social-roles,social-role/nobility
lowly,3230,116,character,social-roles,social-role/riff-raff
loyal,4199,896,character,social-roles,person/traits
maester,4465,106,character,social-roles,social-role/courtier
mage,5320,3099,character,social-roles,social-role/gameplay-classes
mage,5336,3099,character,social-roles,magic
mages,5330,1239,character,social-roles,social-role/gameplay-classes
mages,5352,1239,character,social-roles,magic
magistrate,4381,192,character,social-roles,social-role/law-and-order
maiden,1525,259,character,social-roles,social-role/upper-class
maker,5273,346,character,social-roles,social-role/artisan
marquis,4453,107,character,social-roles,social-role/high-status
marriage,4505,330,character,social-roles,social-role/fraternal
marvel,4667,167,character,social-roles,social-role/genius-inventor
masked,4487,189,character,social-roles,social-role/ruler
mason,5268,161,character,social-roles,social-role/artisan
mastermind,1585,183,character,social-roles,character-traits
mate,4506,561,character,social-roles,social-role/fraternal
matriarch,4455,102,character,social-roles,social-role/high-status
meeting,4500,1129,character,social-roles,social-role/fraternal
member,4150,8123,character,social-roles,social-role
membership,4508,605,character,social-roles,social-role/fraternal
mentally,5004,273,character,social-roles,person/traits/smart
mentor,5291,451,character,social-roles,social-role/education
mercenary,4166,1340,character,social-roles,social-role
merchant,4085,2262,character,social-roles,social-role/commerce
messenger,5200,493,character,social-roles,social-role/medieval-fantasy
miner,4080,386,character,social-roles,social-role/commerce
miner,4101,386,character,social-roles,social-role/labor
minister,4491,206,character,social-roles,social-role/ruler
minstrel,4362,169,character,social-roles,social-role/entertainer
miserable,3233,123,character,social-roles,social-role/riff-raff
monarch,4498,208,character,social-roles,social-role/ruler
monk,5323,1953,character,social-roles,social-role/gameplay-classes
monk,5342,1953,character,social-roles,magic
motivation,1181,767,character,social-roles,person/personality
mouth,6,1179,character,the-human-body,body
muscle,3254,560,character,the-human-body,body
muscular,2164,120,character,the-human-body,body/face
musician,4361,166,character,social-roles,social-role/entertainer
nail,2114,347,character,the-human-body,body/parts
nasty,4984,260,character,social-roles,person/traits
neck,3,698,character,the-human-body,body
necromancer,5204,640,character,social-roles,social-role/medieval-fantasy
nervous,4986,203,character,social-roles,person/traits/neurotic
neutral,1153,2067,character,social-roles,person/personality
nobleman,4454,116,character,social-roles,social-role/high-status
nonlethal,748,360,character,social-roles,skillful-graceful
nose,2108,415,character,the-human-body,body/parts
notable,3873,681,character,social-roles,social-role/fame
notorious,3892,225,character,social-roles,social-role/fame
novice,4469,150,character,social-roles,social-role/protege
office,4507,868,character,social-roles,social-role/fraternal
officer,4161,768,character,social-roles,social-role
officer,4183,768,character,social-roles,social-role/ruler/military
official,4162,1014,character,social-roles,social-role
official,4184,1014,character,social-roles,social-role/bureaucrat
outlander,5030,219,character,social-roles,social-role/outsider
outlaw,1517,283,character,social-roles,social-role/riff-raff
overly,5006,141,character,social-roles,person/traits
oversee,4492,216,character,social-roles,social-role/ruler
oversees,4493,140,character,social-roles,social-role/ruler
owe,4477,398,character,,social-role/ruler
owes,4478,166,character,,social-role/ruler
paladin,5319,2265,character,social-roles,social-role/gameplay-classes
paladin,5335,2265,character,social-roles,magic
palm,2113,351,character,the-human-body,body/parts
paranoid,4985,192,character,social-roles,person/traits/neurotic
particular,1178,4073,character,social-roles,person/personality
partner,4512,316,character,social-roles,social-role/fraternal
passenger,4068,349,character,social-roles,social-role/vehicle
peasant,4082,601,character,social-roles,social-role/commerce
peasant,4104,601,character,social-roles,social-role/low-status
people,4148,12897,character,social-roles,social-role
performer,4363,291,character,social-roles,social-role/entertainer
personal,1171,3438,character,social-roles,person/personality
personality,1155,1688,character,social-roles,person/personality
petitioner,5202,308,character,social-roles,social-role/medieval-fantasy
philosopher,4671,198,character,social-roles,social-role/genius-inventor
physician,2947,198,character,social-roles,social-role/medicine
physician,2953,198,character,social-roles,social-role/professional
pickpocket,3239,127,character,social-roles,social-role/riff-raff
pilgrim,5033,226,character,social-roles,social-role/outsider/religion
pledge,4479,224,character,action/social-verbs,social-role/ruler
poet,4359,134,character,social-roles,social-role/entertainer
poisoner,4370,119,character,social-roles,social-role/cloak-and-dagger
police,4182,822,character,social-roles,social-role/military
polite,5014,166,character,social-roles,person/traits
politician,4378,291,character,social-roles,social-role/bureaucrat
popular,3874,1143,character,social-roles,social-role/fame
pragmatic,1593,104,character,social-roles,character-traits
precision,750,548,character,social-roles,skillful-graceful
predictable,5019,127,character,social-roles,person/traits/boy-scout
preservation,4669,217,character,social-roles,social-role/genius-inventor
priest,1656,3872,character,social-roles,social-role/religion
priestess,1655,469,character,social-roles,social-role/religion
priesthood,4488,220,character,social-roles,social-role/ruler
primary,1163,1801,character,,person/personality
prince,5086,1425,character,social-roles,social-role/nobility
princess,1524,332,character,social-roles,social-role/upper-class
professional,2949,632,character,social-roles,social-role/professional
proficient,1173,340,character,social-roles,person/personality
prominent,3881,501,character,social-roles,social-role/fame
promising,4470,186,character,social-roles,social-role/protege
prophet,1660,380,character,social-roles,social-role/religion
prospector,5034,106,character,social-roles,social-role/outsider/commerce
prostitute,3243,108,character,social-roles,social-role/riff-raff
protector,5195,533,character,social-roles,social-role/medieval-fantasy
proud,4206,521,character,social-roles,person/traits/egotistical
psychological,1149,645,character,social-roles,person/personality
pupil,2166,106,character,social-roles,body/face
queen,5090,2448,character,social-roles,social-role/nobility
quirk,1182,520,character,social-roles,person/personality
racial,1156,1089,character,social-roles,person/personality
ranger,5329,1826,character,social-roles,social-role/gameplay-classes
ranger,5351,1826,character,social-roles,magic
rash,5016,122,character,social-roles,person/traits
rational,5029,108,character,social-roles,person/traits/smart
reckless,4218,322,character,social-roles,person/traits
reclusive,4965,173,character,social-roles,person/traits/rulership/ineffective
referee,2815,103,character,social-roles,social-role/law-and-order
refine,4672,216,character,social-roles,social-role/genius-inventor
remarkably,5011,126,character,social-roles,person/traits
renowned,3889,249,character,social-roles,social-role/fame
resident,4153,984,character,social-roles,social-role
retainer,4463,141,character,social-roles,social-role/courtier
retinue,4449,106,character,social-roles,social-role/subordinate
revolutionary,1621,153,character,social-roles,tyrants-and-rebels
rib,2118,140,character,the-human-body,body/parts
rightful,4485,153,character,social-roles,social-role/ruler
robber,1515,120,character,social-roles,social-role/riff-raff
rogue,5328,2158,character,social-roles,social-role/gameplay-classes
rogue,5350,2158,character,social-roles,magic
rude,5015,122,character,social-roles,person/traits
ruffian,1512,116,character,social-roles,social-role/riff-raff
ruler,5094,1739,character,social-roles,social-role/ruler
runner,4160,1812,character,social-roles,social-role
ruthless,4204,376,character,social-roles,person/traits
sage,5289,933,character,social-roles,social-role/education
sailor,4100,637,character,social-roles,social-role/travel
saint,1668,292,character,social-roles,social-role/religion
savvy,1589,111,character,social-roles,character-traits
scary,4990,183,character,social-roles,person/traits
scavenger,3236,252,character,social-roles,social-role/riff-raff
scholar,5288,956,character,social-roles,social-role/education
scion,5207,366,character,social-roles,social-role
scoundrel,3240,320,character,social-roles,social-role/riff-raff
scout,4110,1361,character,social-roles,social-role/hunter
scribe,5292,449,character,social-roles,social-role/education
secondary,1164,1490,character,level-up,person/personality
secretive,4201,277,character,social-roles,person/traits
seeker,5208,592,character,social-roles,social-role
senator,4452,123,character,social-roles,social-role/high-status
senior,4372,288,character,social-roles,social-role/bureaucrat
sentinel,5201,298,character,social-roles,social-role/medieval-fantasy
separate,1166,1592,character,social-roles,person/personality
settler,3946,225,character,social-roles,social-role/frontier
sex,1179,461,character,social-roles,person/personality
shaman,5199,1150,character,social-roles,social-role/magic
shoulder,2,657,character,the-human-body,body
shrewd,1595,104,character,social-roles,character-traits
shun,3231,274,character,social-roles,social-role/riff-raff
shy,4981,185,character,social-roles,person/traits
sickly,2165,124,character,the-human-body,body/face
sidekick,4467,142,character,social-roles,social-role/protege
silly,4993,103,character,social-roles,person/traits/idiot
singer,4360,137,character,social-roles,social-role/entertainer
skin,5,2361,character,the-human-body,body
slave,1824,1746,character,social-roles,tyrants-and-rebels
slayer,5203,379,character,social-roles,social-role/medieval-fantasy
sly,1594,105,character,social-roles,character-traits
smart,4195,426,character,social-roles,person/traits/smart
smith,5262,746,character,social-roles,social-role/artisan
smuggler,4084,485,character,social-roles,social-role/cloak-and-dagger
sneaky,1587,104,character,social-roles,character-traits
socially,5024,123,character,social-roles,person/traits
soldier,4156,2879,character,social-roles,social-role
soldier,4180,2879,character,social-roles,social-role/military
sole,4472,166,character,social-roles,social-role/ruler
sorcerer,5325,2891,character,social-roles,social-role/gameplay-classes
sorcerer,5344,2891,character,social-roles,magic
sovereign,5169,530,character,social-roles,social-role/ruler
speaker,5210,502,character,social-roles,social-role
special,1170,8860,character,social-roles,person/personality
specialist,5264,466,character,social-roles,social-role/artisan
specific,1177,4678,character,social-roles,person/personality
spellcaster,5326,1195,character,social-roles,social-role/gameplay-classes
spellcaster,5345,1195,character,social-roles,magic
spellcasters,5331,881,character,social-roles,social-role/gameplay-classes
spellcasters,5353,881,character,social-roles,magic
sponsor,4482,351,character,social-roles,social-role/ruler
spy,5296,1802,character,social-roles,social-role/cloak-and-dagger
squatter,1514,143,character,social-roles,social-role/riff-raff
stern,2159,183,character,social-roles,body/face
steward,4490,240,character,social-roles,social-role/ruler
storyteller,4366,289,character,social-roles,social-role/entertainer
stranger,4158,769,character,social-roles,social-role
stubborn,4221,194,character,social-roles,person/traits
student,5290,799,character,social-roles,social-role/education
stump,2123,104,character,the-human-body,body/parts
stupid,4980,207,character,social-roles,person/traits/idiot
subordinate,4451,118,character,social-roles,social-role/subordinate
successor,4495,165,character,social-roles,social-role/ruler
suicidal,5025,108,character,social-roles,person/traits
superstitious,5021,108,character,social-roles,person/traits
supporter,4448,183,character,social-roles,social-role/subordinate
surprisingly,5007,236,character,social-roles,person/traits
suspicious,4213,429,character,social-roles,person/traits/neurotic
sympathetic,4466,154,character,social-roles,social-role/protege
talented,2954,235,character,social-roles,social-role/professional
tall,3447,2121,character,the-human-body,verb
teacher,2942,357,character,social-roles,social-role/education
teacher,2944,357,character,social-roles,social-role/medicine
teacher,2950,357,character,social-roles,social-role/professional
teeth,30,907,character,the-human-body,body
templar,4415,102,character,social-roles,social-role/religion/military
terribly,5005,160,character,social-roles,person/traits
thane,1542,134,character,social-roles,social-role/upper-class
thief,5295,2158,character,social-roles,social-role/cloak-and-dagger
thoroughly,5008,178,character,social-roles,person/traits
throat,2106,294,character,the-human-body,body/parts
thug,4167,695,character,social-roles,social-role/riff-raff
toe,2105,255,character,the-human-body,body/parts
tooth,2115,209,character,the-human-body,body/parts
torso,2112,234,character,the-human-body,body/parts
tough,4193,865,character,social-roles,person/traits
townsfolk,5038,175,character,social-roles,social-role/townsfolk
trader,4081,603,character,social-roles,social-role/commerce
traitor,1519,279,character,social-roles,social-role/riff-raff
trapper,5035,157,character,social-roles,social-role/outsider/commerce
traveler,4090,1992,character,social-roles,social-role/travel
trespasser,1510,103,character,social-roles,social-role/riff-raff
trickster,5205,407,character,social-roles,social-role/medieval-fantasy
troop,4181,1189,character,faction,social-role/military
troupe,4358,115,character,social-roles,social-role/entertainer
tyrant,5091,686,character,social-roles,social-role/ruler
ugly,2156,331,character,social-roles,body/face
uncomfortable,4987,157,character,social-roles,person/traits
underling,4450,139,character,social-roles,social-role/subordinate
unique,1168,1875,character,social-roles,person/personality
unreliable,5018,149,character,social-roles,person/traits
urchin,3246,187,character,social-roles,social-role/riff-raff
vassal,4486,249,character,social-roles,social-role/ruler
versatile,746,494,character,social-roles,skillful-graceful
villager,5039,549,character,social-roles,social-role/townsfolk
villainous,1586,175,character,social-roles,character-traits
visitor,4157,1115,character,social-roles,social-role
vizier,4457,116,character,social-roles,social-role/courtier
waist,2104,133,character,the-human-body,body/parts
wanderer,5032,263,character,social-roles,social-role/outsider/riff-raff
warden,5196,767,character,social-roles,social-role/medieval-fantasy
warlock,5327,1488,character,social-roles,social-role/gameplay-classes
warlock,5348,1488,character,social-roles,magic
warrior,5322,4188,character,social-roles,social-role/gameplay-classes
warrior,5341,4188,character,social-roles,magic
wary,4214,276,character,social-roles,person/traits/neurotic
watcher,5193,288,character,social-roles,social-role/medieval-fantasy
weaver,5274,185,character,social-roles,social-role/artisan
werewolf,5197,2748,character,social-roles,social-role/medieval-fantasy
wisdom,5234,6210,character,social-roles,gameplay/attributes
witch,5198,793,character,social-roles,social-role/magic
wizard,5324,7216,character,social-roles,social-role/gameplay-classes
wizard,5343,7216,character,social-roles,magic
wonderful,4991,165,character,social-roles,person/traits
worker,4083,710,character,social-roles,social-role/commerce
worker,4098,710,character,social-roles,social-role/laborer
worshipper,1667,449,character,social-roles,social-role/religion
worthy,4197,519,character,social-roles,person/traits/boy-scout
wretched,3234,165,character,social-roles,social-role/riff-raff
wrist,2110,159,character,the-human-body,body/parts
able,6376,4129,conflict,chaos-and-conflict,challenge
abuse,4263,345,conflict,chaos-and-conflict,verb/deny-prevent
accomplish,5719,1014,conflict,action/social-verbs,deeds-and-achievements
accusation,4897,104,conflict,chaos-and-conflict,social-conflict
accuse,4272,207,conflict,chaos-and-conflict,law-and-order
achieve,5720,1438,conflict,action/social-verbs,deeds-and-achievements
activate,5539,2660,conflict,chaos-and-conflict,gameplay/combat/spellcasting
adjudicate,5947,140,conflict,,law-and-order
advocate,1622,135,conflict,chaos-and-conflict,tyrants-and-rebels
aerial,4141,243,conflict,chaos-and-conflict,combat
aftermath,4762,175,conflict,chaos-and-conflict,calamity
aggression,4913,147,conflict,chaos-and-conflict,domination
aim,5516,1075,conflict,chaos-and-conflict,gameplay/combat/ranged-or-melee
alarm,5603,730,conflict,chaos-and-conflict,threat/detection
alert,5607,836,conflict,chaos-and-conflict,threat/detection
alertness,2760,152,conflict,chaos-and-conflict,gameplay/combat/martial-arts
align,5729,494,conflict,,competition-cooperation
allied,5726,930,conflict,chaos-and-conflict,competition-cooperation
ally,5503,9526,conflict,chaos-and-conflict,friend-or-foe
alpha,4147,255,conflict,chaos-and-conflict,combat
ambush,5604,1022,conflict,chaos-and-conflict,threat/surprise
ammo,577,454,conflict,chaos-and-conflict,firearm
anger,2042,549,conflict,chaos-and-conflict,primal-rage
angry,2036,702,conflict,chaos-and-conflict,primal-rage
annihilate,1720,104,conflict,chaos-and-conflict,pandemonium
annoy,4937,117,conflict,chaos-and-conflict,social-conflict
approach,5739,2995,conflict,action/social-verbs,conflict/the-hunt
archer,4135,645,conflict,chaos-and-conflict,combat
archery,2773,215,conflict,chaos-and-conflict,gameplay/combat/martial-arts
argument,6201,450,conflict,chaos-and-conflict,social-conflict
arm,59,5034,conflict,chaos-and-conflict,firearm
armor,5642,17316,conflict,chaos-and-conflict,gameplay/combat/defense
armored,60,651,conflict,chaos-and-conflict,gameplay/combat/defense
armored,570,651,conflict,chaos-and-conflict,firearm
armour,4853,135,conflict,chaos-and-conflict,player-fantasy/juggernaut
army,1745,3685,conflict,chaos-and-conflict,warfare/armies
army,1746,3685,conflict,chaos-and-conflict,warfare
army,1812,3685,conflict,chaos-and-conflict,tyrants-and-rebels
arrest,4269,422,conflict,chaos-and-conflict,law-and-order
artillery,4136,286,conflict,chaos-and-conflict,combat
assailant,4894,101,conflict,chaos-and-conflict,social-conflict
assault,1751,1213,conflict,chaos-and-conflict,warfare
assault,1817,1213,conflict,chaos-and-conflict,tyrants-and-rebels
asset,5490,2512,conflict,chaos-and-conflict,gameplay/clash
athletic,2766,131,conflict,chaos-and-conflict,gameplay/combat/martial-arts
attack,5507,50590,conflict,chaos-and-conflict,gameplay/combat/ranged-or-melee
attacker,5495,2227,conflict,chaos-and-conflict,gameplay/clash
attempt,6378,7543,conflict,chaos-and-conflict,challenge
attract,5736,813,conflict,chaos-and-conflict,conflict/the-hunt
attracts,5737,239,conflict,chaos-and-conflict,conflict/the-hunt
attune,5540,904,conflict,action/social-verbs,gameplay/combat/spellcasting
avenge,4257,272,conflict,chaos-and-conflict,verb/deny-prevent
avenger,5233,648,conflict,chaos-and-conflict,virtues/nemesis
bailey,2439,116,conflict,chaos-and-conflict,fortification
ballista,2310,189,conflict,chaos-and-conflict,siege
bandit,4113,1526,conflict,chaos-and-conflict,social-role/outsider-threat/raider
bane,5226,649,conflict,chaos-and-conflict,virtues/nemesis
barbarian,1724,1882,conflict,chaos-and-conflict,warfare/primal
barbarian,1764,1882,conflict,chaos-and-conflict,warfare
barbarian,1831,1882,conflict,chaos-and-conflict,tyrants-and-rebels
barricade,2442,163,conflict,chaos-and-conflict,fortification
barrier,5652,1522,conflict,chaos-and-conflict,gameplay/combat/defense
bastard,4952,313,conflict,chaos-and-conflict,tyrants-and-rebels
bastion,1500,454,conflict,chaos-and-conflict,fortification
batter,2355,465,conflict,chaos-and-conflict,siege
battle,5492,8414,conflict,chaos-and-conflict,gameplay/clash
battlefield,3972,1368,conflict,chaos-and-conflict,warfare/theater-of-operations
believe,5714,3539,conflict,action/social-verbs,deeds-and-achievements
berserker,4144,419,conflict,chaos-and-conflict,combat
besiege,5061,106,conflict,chaos-and-conflict,outsider-threat
bestial,2011,265,conflict,chaos-and-conflict,primal-rage
betray,4258,251,conflict,chaos-and-conflict,verb/deny-prevent
bid,4276,191,conflict,chaos-and-conflict,social-conflict/negotiation
bitter,1729,430,conflict,chaos-and-conflict,warfare/primal
bitter,1778,430,conflict,chaos-and-conflict,warfare
bitter,1845,430,conflict,chaos-and-conflict,tyrants-and-rebels
block,5651,3940,conflict,chaos-and-conflict,gameplay/combat/defense
bloodshed,4764,139,conflict,chaos-and-conflict,calamity
bloodthirsty,2016,180,conflict,chaos-and-conflict,primal-rage
bloody,1737,1424,conflict,chaos-and-conflict,warfare/primal
bloody,1761,1424,conflict,chaos-and-conflict,warfare
bloody,1828,1424,conflict,chaos-and-conflict,tyrants-and-rebels
blow,5509,1846,conflict,chaos-and-conflict,gameplay/combat/ranged-or-melee
bomb,572,930,conflict,chaos-and-conflict,firearm
bounty,4097,498,conflict,social-roles,law-and-order
brace,4790,200,conflict,chaos-and-conflict,player-fantasy/tactician
bravery,5216,235,conflict,hook/virtues,virtues/courage
brawl,1733,286,conflict,chaos-and-conflict,warfare/primal
brawl,1791,286,conflict,chaos-and-conflict,warfare
brawl,1861,286,conflict,chaos-and-conflict,tyrants-and-rebels
brawler,2770,113,conflict,chaos-and-conflict,gameplay/combat/martial-arts
breakout,4747,163,conflict,chaos-and-conflict,tourney
brigand,5046,152,conflict,chaos-and-conflict,outsider-threat
brutal,2026,669,conflict,chaos-and-conflict,primal-rage
brute,4126,639,conflict,chaos-and-conflict,enemy/combat-role
bull,1740,646,conflict,chaos-and-conflict,warfare/primal
bull,1758,646,conflict,chaos-and-conflict,warfare
bull,1825,646,conflict,chaos-and-conflict,tyrants-and-rebels
bullet,571,633,conflict,chaos-and-conflict,firearm
burden,4534,453,conflict,chaos-and-conflict,morality/judgement
cadre,4414,103,conflict,chaos-and-conflict,group/military
calamity,334,321,conflict,chaos-and-conflict,calamity/societal-collapse
calamity,1782,321,conflict,chaos-and-conflict,warfare
calamity,1850,321,conflict,chaos-and-conflict,tyrants-and-rebels
cannon,581,411,conflict,chaos-and-conflict,firearm
captive,1771,326,conflict,chaos-and-conflict,warfare
captive,1838,326,conflict,chaos-and-conflict,tyrants-and-rebels
cast,5534,17862,conflict,chaos-and-conflict,gameplay/combat/spellcasting
cataclysm,331,221,conflict,chaos-and-conflict,calamity/societal-collapse
cataclysm,1793,221,conflict,chaos-and-conflict,warfare
cataclysm,1863,221,conflict,chaos-and-conflict,tyrants-and-rebels
catapult,2311,201,conflict,chaos-and-conflict,siege
catastrophe,332,231,conflict,chaos-and-conflict,calamity/societal-collapse
catastrophe,1792,231,conflict,chaos-and-conflict,warfare
catastrophe,1862,231,conflict,chaos-and-conflict,tyrants-and-rebels
cease,5424,418,conflict,chaos-and-conflict,verb/negate
cell,3127,935,conflict,chaos-and-conflict,dungeon
challenge,594,7805,conflict,chaos-and-conflict,problems
chaos,338,3083,conflict,chaos-and-conflict,calamity/societal-collapse
chaos,1756,3083,conflict,chaos-and-conflict,warfare
chaos,1822,3083,conflict,chaos-and-conflict,tyrants-and-rebels
charge,5528,5551,conflict,chaos-and-conflict,gameplay/combat/spellcasting
circumstance,602,2556,conflict,chaos-and-conflict,problems
civil,1785,412,conflict,chaos-and-conflict,warfare
civil,1853,412,conflict,chaos-and-conflict,tyrants-and-rebels
civilization,342,1784,conflict,chaos-and-conflict,calamity/societal-collapse
civilization,1767,1784,conflict,chaos-and-conflict,warfare
civilization,1834,1784,conflict,chaos-and-conflict,tyrants-and-rebels
clash,1735,490,conflict,chaos-and-conflict,warfare/primal
clash,1801,490,conflict,chaos-and-conflict,warfare
clash,1871,490,conflict,chaos-and-conflict,tyrants-and-rebels
cleave,4783,156,conflict,chaos-and-conflict,primal-rage/animal
cling,3764,506,conflict,adventuring/the-lonely-grave,vulnerability
code,4526,1185,conflict,chaos-and-conflict,law-and-order
combat,5488,13610,conflict,chaos-and-conflict,gameplay/clash
combatant,5497,636,conflict,chaos-and-conflict,gameplay/clash
command,5529,5038,conflict,chaos-and-conflict,gameplay/combat/spellcasting
commit,5706,1010,conflict,chaos-and-conflict,deeds-and-achievements
comms,4796,101,conflict,chaos-and-conflict,player-fantasy/tactician
