term,tagging_id,frequency_in_corpus,family,genus,species
clothing,75,1324,item,,attire/garment
club,675,1345,item,stuff/weapon,weaponry
coat,88,688,item,,attire/garment
coffer,2185,137,item,,item/treasure
coin,6076,2558,item,stuff/commerce,commerce
collar,2138,197,item,,attire/garment
collect,2521,976,item,,item/loot
comfortable,3070,647,item,stuff/commerce,economy
commerce,3079,336,item,stuff/commerce,economy
commercial,3095,173,item,stuff/commerce,economy
commodity,3078,138,item,stuff/commerce,economy
common,2799,10045,item,,item/descriptor/quality
complex,2783,2489,item,,simple-tricky
complicate,2781,500,item,,simple-tricky
construction,3086,1180,item,stuff/commerce,economy
conventional,2802,265,item,,item
cord,2126,270,item,,attire/garment
cost,1279,13654,item,stuff/commerce,commerce/logistics-value-mercantile
costume,2627,346,item,,attire/general
covet,2181,146,item,stuff/treasure,item/treasure
crane,3540,188,item,stuff/weapon,item/tools
crate,509,408,item,stuff/mundane,items
credit,6077,614,item,stuff/commerce,commerce
crossbow,671,1417,item,stuff/weapon,weaponry
crowbar,3543,122,item,stuff/weapon,item/tools
crown,5096,984,item,,item/royalty
crude,3535,369,item,,item/descriptor/quality
cubic,516,221,item,stuff/mundane,items
currency,6081,401,item,stuff/commerce,commerce
cylinder,3477,266,item,,round-things
dagger,687,1828,item,stuff/weapon,weaponry
darkwood,46,106,item,,arsenal/weaponry
debt,6069,496,item,stuff/commerce,commerce
decoration,3314,144,item,,art
decorative,3315,126,item,,art
decrease,1294,664,item,stuff/accounting,accounting
delicate,3538,244,item,,item/descriptor
depicts,3310,173,item,,art
desk,501,299,item,stuff/mundane,items
device,6092,3023,item,stuff/treasure,item/tinkering
diminish,2732,246,item,stuff/accounting,accounting/profits-and-loss
discard,2740,337,item,,accounting/profits-and-loss
disk,3478,243,item,,round-things
display,2621,1010,item,,attire/general
distinctive,2620,624,item,,attire/general
distribution,3096,172,item,stuff/commerce,economy
doll,527,253,item,stuff/mundane,items
dome,3473,353,item,,round-things
double,1312,2944,item,stuff/accounting,accounting
draped,2135,154,item,,attire/garment
dress,72,990,item,,attire/garment
durable,2800,181,item,,item
economic,3977,479,item,stuff/commerce,economy
economy,3978,490,item,stuff/commerce,economy
effectiveness,1318,276,item,stuff/accounting,item
efficient,2776,216,item,,simple-tricky
elaborate,2780,466,item,,simple-tricky
electricity,695,807,item,,weaponry
elegant,3536,184,item,,item/descriptor
emblem,2641,131,item,,attire/insignia
encumbrance,1273,536,item,,commerce/logistics-value-mercantile
engine,201,662,item,stuff/weapon,item/tinkering
entertainment,3075,439,item,stuff/commerce,economy
equal,1317,7101,item,stuff/accounting,accounting
equipment,6101,4038,item,stuff/treasure,item
estimate,1300,175,item,stuff/accounting,accounting
exceed,1307,518,item,stuff/accounting,accounting
exceeds,1295,310,item,stuff/accounting,accounting
excellent,2806,660,item,,item/descriptor/quality
excess,1303,334,item,stuff/accounting,accounting
exotic,2790,909,item,stuff/commerce,item
expenditure,1296,183,item,stuff/commerce,accounting
expense,3066,420,item,stuff/commerce,economy
expensive,2792,624,item,,item/descriptor/quality
explosive,684,580,item,chaos-and-conflict,weaponry
exponent,1289,279,item,stuff/accounting,accounting
export,3077,168,item,stuff/commerce,economy
exquisite,3537,106,item,,item/descriptor/quality
extraction,252,170,item,stuff/commerce,commerce
fancy,2177,295,item,,item/treasure
fee,6087,425,item,stuff/commerce,employment
finance,4403,109,item,stuff/commerce,accounting
financial,4399,224,item,stuff/commerce,accounting
finely,3539,135,item,,item/descriptor/quality
fire,658,14349,item,,weaponry
fireball,678,717,item,,weaponry
flag,2636,332,item,,attire/insignia
flail,725,463,item,stuff/weapon,weaponry
flame,659,3735,item,,weaponry
flask,519,503,item,stuff/mundane,items
fold,2143,457,item,stuff/mundane,attire/garment
fraction,1285,214,item,stuff/accounting,accounting
fragile,2801,360,item,stuff/treasure,item/descriptor/quality
fresco,3321,103,item,,art
functional,2775,198,item,,simple-tricky
fur,87,782,item,,attire/textile
gadget,226,243,item,stuff/treasure,item/tinkering
garb,2629,115,item,,attire/general
garment,2133,201,item,,attire/garment
gear,6100,3382,item,stuff/treasure,item
generator,229,263,item,stuff/treasure,item/tinkering
glaive,56,135,item,stuff/weapon,arsenal/weaponry
glaive,745,135,item,stuff/weapon,weaponry
global,3976,451,item,stuff/commerce,economy
globe,3472,442,item,,round-things
glove,81,423,item,,attire/garment
gp,1270,16056,item,,commerce/logistics-value-mercantile
grade,1321,492,item,,item
greataxe,55,181,item,stuff/weapon,arsenal/weaponry
greataxe,744,181,item,stuff/weapon,weaponry
greatclub,48,102,item,stuff/weapon,arsenal/weaponry
greatclub,737,102,item,stuff/weapon,weaponry
greatsword,40,282,item,stuff/weapon,arsenal/weaponry
greatsword,729,282,item,stuff/weapon,weaponry
grenade,705,513,item,chaos-and-conflict,weaponry
gun,670,1596,item,chaos-and-conflict,weaponry
halberd,51,159,item,stuff/weapon,arsenal/weaponry
halberd,740,159,item,stuff/weapon,weaponry
halve,1291,560,item,stuff/accounting,accounting
hammer,692,1141,item,stuff/weapon,weaponry
handaxe,49,101,item,stuff/weapon,arsenal/weaponry
handaxe,738,101,item,stuff/weapon,weaponry
hardness,1326,431,item,stuff/weapon,item
harpoon,50,100,item,stuff/weapon,arsenal/weaponry
harpoon,739,100,item,stuff/weapon,weaponry
hat,70,802,item,,attire/garment
hatchet,3546,112,item,stuff/weapon,item/tools
helm,69,858,item,,attire/armor
helmet,74,655,item,,attire/armor
helpful,2786,792,item,,item
heraldry,295,143,item,stuff/commerce,attire/insignia
highly,2791,1071,item,,item
hire,6085,1821,item,stuff/commerce,employment
hood,2127,489,item,,attire/garment
hub,3088,288,item,stuff/commerce,economy
idol,3322,187,item,,item/religion
illegal,4074,543,item,stuff/commerce,commerce
import,3072,370,item,stuff/commerce,economy
impressive,2803,477,item,,item
incense,522,305,item,stuff/mundane,items
income,3068,484,item,stuff/commerce,economy
increase,1315,9014,item,stuff/accounting,accounting
industrial,3085,404,item,stuff/commerce,economy
industry,3084,633,item,stuff/commerce,economy
infrastructure,3979,240,item,stuff/commerce,economy
inlaid,2199,106,item,,item/treasure
inn,3097,1416,item,stuff/commerce,establishment/hospitality
insignia,2640,101,item,,attire/insignia
integrity,1323,455,item,stuff/accounting,item
international,3089,333,item,stuff/commerce,economy
intricate,2779,273,item,,simple-tricky
item,6098,20956,item,stuff/treasure,item
jacket,2136,186,item,,attire/garment
jade,2190,325,item,,item/treasure
jar,526,458,item,stuff/mundane,items
javelin,726,436,item,stuff/weapon,weaponry
jewelry,71,717,item,,attire/garment
job,6083,2441,item,stuff/commerce,employment
jug,528,158,item,stuff/mundane,items
junk,2187,129,item,,item/treasure
kg,1282,386,item,,commerce/logistics-value-mercantile
kit,6099,873,item,,item
knife,688,1361,item,stuff/weapon,weaponry
knit,2146,146,item,,attire/garment
knockback,1324,379,item,stuff/weapon,item
labor,3083,753,item,stuff/commerce,economy
lamp,521,354,item,,items
lance,707,684,item,stuff/weapon,weaponry
lantern,496,650,item,,items
launcher,724,293,item,chaos-and-conflict,weaponry
lb,1276,2920,item,stuff/weapon,commerce/logistics-value-mercantile
leather,79,2212,item,,attire/textile
lifestyle,3067,706,item,stuff/commerce,economy
lightning,656,3174,item,,weaponry
lit,493,598,item,,items
load,672,1316,item,chaos-and-conflict,weaponry
logistics,4402,117,item,stuff/commerce,accounting
longbow,706,498,item,stuff/weapon,weaponry
longsword,719,547,item,stuff/weapon,weaponry
loot,2514,932,item,stuff/treasure,item/loot
lower,1302,380,item,stuff/accounting,accounting
luxury,3081,405,item,stuff/commerce,economy
mace,712,659,item,stuff/weapon,weaponry
machine,200,1428,item,stuff/treasure,item/tinkering
mail,66,857,item,,attire/armor
maintain,3063,3048,item,,economy
maintenance,3087,440,item,stuff/commerce,economy
management,4398,233,item,stuff/commerce,accounting
manufacture,213,335,item,,economy
manufacturing,3092,183,item,stuff/commerce,economy
margin,1298,247,item,stuff/accounting,accounting
market,3099,2090,item,stuff/commerce,establishment/commerce
marking,3313,121,item,,art
mask,77,1402,item,,attire/accessory
maul,47,208,item,stuff/weapon,arsenal/weaponry
maul,736,208,item,stuff/weapon,weaponry
max,1306,1166,item,stuff/accounting,accounting
maximum,1308,3327,item,stuff/accounting,accounting
medallion,2151,116,item,,attire/accessory/jewelry
medallion,2197,116,item,,item/treasure
minimum,1309,1576,item,stuff/accounting,accounting
mining,3065,507,item,stuff/commerce,economy
minus,1288,382,item,stuff/accounting,accounting
missile,667,1589,item,,weaponry
modest,3080,293,item,stuff/commerce,economy
monetary,2182,187,item,stuff/commerce,item/treasure
money,6075,2023,item,stuff/commerce,commerce
morningstar,54,153,item,stuff/weapon,arsenal/weaponry
morningstar,743,153,item,stuff/weapon,weaponry
mosaic,3320,107,item,,art
motor,269,117,item,stuff/treasure,item/tinkering
multiplier,1287,292,item,stuff/accounting,accounting
multiply,1293,490,item,stuff/accounting,accounting
mundane,2789,1313,item,,item/descriptor/quality
mural,3317,113,item,,art
necessity,3073,266,item,stuff/commerce,economy
object,6097,9011,item,stuff/treasure,item
odds,1316,728,item,stuff/accounting,accounting
onyx,2193,156,item,,item/treasure
orbit,3474,300,item,,round-things
outfit,2626,309,item,,attire/general
oversized,3534,140,item,,item/descriptor
pad,2131,365,item,,attire/garment
paid,6080,817,item,stuff/commerce,commerce
painting,3308,406,item,,art
paper,506,830,item,stuff/mundane,items
parcel,2183,156,item,stuff/treasure,item/treasure
parchment,511,272,item,stuff/mundane,items
payment,6070,448,item,stuff/commerce,commerce
pendant,2149,129,item,,attire/accessory/jewelry
pendant,2195,129,item,,item/treasure
percentage,1290,268,item,stuff/accounting,accounting
perfect,2804,1543,item,hook/virtues-and-sins,item/descriptor/quality
perfume,530,157,item,stuff/mundane,items
periapt,3714,103,item,,item/magic-focus
pike,41,201,item,stuff/weapon,arsenal/weaponry
pike,730,201,item,stuff/weapon,weaponry
pile,495,947,item,stuff/mundane,items
pipe,523,421,item,stuff/mundane,items
pistol,685,809,item,chaos-and-conflict,weaponry
plate,65,1684,item,,attire/armor
plunder,2522,643,item,stuff/treasure,item/loot
plus,1278,3994,item,stuff/accounting,commerce/logistics-value-mercantile
pocket,2144,732,item,,attire/garment
polearm,52,120,item,stuff/weapon,arsenal/weaponry
polearm,741,120,item,stuff/weapon,weaponry
portrait,3316,148,item,,art
pot,517,407,item,stuff/mundane,items
potency,1328,422,item,stuff/accounting,item
potent,2793,793,item,,item/descriptor/quality
pouch,508,732,item,stuff/mundane,items
pound,1277,1501,item,stuff/mundane,commerce/logistics-value-mercantile
powder,513,550,item,stuff/mundane,items
powerful,2794,6722,item,,item/descriptor/quality
practical,2778,468,item,,simple-tricky
precious,2788,903,item,stuff/treasure,item/descriptor/quality
price,1280,4852,item,stuff/commerce,commerce/logistics-value-mercantile
priority,1320,298,item,stuff/accounting,item
prize,2173,602,item,stuff/treasure,item/treasure
profit,6078,565,item,stuff/commerce,commerce
provision,3074,217,item,stuff/commerce,economy
purse,2184,152,item,,item/treasure
quantity,1286,191,item,stuff/commerce,accounting
quarterstaff,710,269,item,stuff/weapon,weaponry
quill,531,135,item,stuff/mundane,items
rapier,711,355,item,stuff/weapon,weaponry
rare,2796,3682,item,,item/descriptor/quality
rarity,1319,517,item,stuff/commerce,item
ray,666,1393,item,,weaponry
recovers,2739,218,item,stuff/accounting,accounting/profits-and-loss
reduce,1310,4907,item,stuff/accounting,accounting
reduction,1304,521,item,stuff/accounting,accounting
regalia,2639,128,item,,attire/general
reliable,2777,423,item,,simple-tricky
relic,2510,1366,item,stuff/treasure,item/loot
reload,701,529,item,chaos-and-conflict,weaponry
rent,3082,322,item,stuff/commerce,economy
repair,3064,1889,item,stuff/commerce,economy
replenish,2735,104,item,stuff/accounting,accounting/profits-and-loss
reset,1297,739,item,stuff/accounting,accounting
resistant,1322,733,item,,item
resource,3060,3842,item,stuff/commerce,economy
rifle,686,735,item,chaos-and-conflict,weaponry
robe,78,869,item,,attire/garment
sack,494,570,item,stuff/mundane,items
sale,6072,506,item,stuff/commerce,commerce
sash,2623,158,item,,attire/garment
scimitar,720,396,item,stuff/weapon,weaponry
scrap,498,490,item,stuff/mundane,items
sculpture,3318,199,item,,art
service,6084,3415,item,stuff/commerce,employment
shelf,500,449,item,stuff/mundane,items
shipping,3094,242,item,stuff/commerce,economy
shirt,86,302,item,,attire/garment
shoe,2129,273,item,,attire/garment
shop,3100,1369,item,stuff/commerce,establishment/commerce
shortbow,708,251,item,stuff/weapon,weaponry
shortsword,709,385,item,stuff/weapon,weaponry
shovel,3542,136,item,stuff/weapon,item/tools
sickle,3545,120,item,stuff/weapon,item/tools
sigils,3312,125,item,words,art
signet,2147,119,item,,attire/accessory/jewelry
signet,2188,119,item,,item/treasure
silk,83,438,item,,attire/textile
simple,2784,4330,item,,simple-tricky
slash,655,3006,item,,weaponry
sleeve,2141,130,item,,attire/garment
sling,694,603,item,stuff/weapon,weaponry
smuggle,4077,479,item,stuff/commerce,commerce
spear,689,2012,item,stuff/weapon,weaponry
spearhead,4641,199,item,stuff/weapon,weaponry
sphere,3476,2181,item,,round-things
splash,677,437,item,,weaponry
spray,679,501,item,,weaponry
stable,3069,808,item,stuff/commerce,economy
stake,1314,590,item,stuff/accounting,accounting
stash,2179,178,item,stuff/treasure,item/treasure
stock,3071,755,item,stuff/commerce,economy
stopper,529,138,item,stuff/mundane,items
strap,2132,241,item,,attire/garment
string,2145,480,item,stuff/mundane,attire/garment
stud,64,370,item,,attire/garment
stylize,3311,130,item,,art
subtle,2782,817,item,,simple-tricky
subtracts,2738,131,item,stuff/accounting,accounting/profits-and-loss
sum,1305,498,item,stuff/accounting,accounting
supply,3061,2612,item,stuff/commerce,economy
support,3062,3491,item,stuff/commerce,economy
sword,661,6259,item,stuff/weapon,weaponry
tank,703,469,item,chaos-and-conflict,weaponry
tapestry,3309,358,item,,art
tattoo,2622,507,item,,attire/body-modification
tavern,3098,1369,item,stuff/commerce,establishment/hospitality
tax,6079,766,item,stuff/commerce,commerce
taxed,2734,102,item,stuff/accounting,accounting/profits-and-loss
throne,5095,1099,item,,item/royalty
thrower,44,159,item,stuff/weapon,arsenal/weaponry
thunder,657,1442,item,,weaponry
ton,1281,513,item,stuff/mundane,commerce/logistics-value-mercantile
torch,504,811,item,,items
total,1313,5521,item,stuff/accounting,accounting
trade,4072,3707,item,stuff/commerce,commerce
trader,4102,603,item,social-roles,commerce
trading,4073,652,item,stuff/commerce,commerce
transportation,3093,258,item,stuff/commerce,economy
treasure,2511,6498,item,stuff/treasure,item/loot
trident,38,341,item,stuff/weapon,arsenal/weaponry
trident,722,341,item,stuff/weapon,weaponry
trinket,2172,300,item,,item/treasure
trophy,2174,317,item,,item/treasure
trove,2178,135,item,stuff/treasure,item/treasure
tube,524,308,item,stuff/mundane,items
tucked,2142,168,item,adventuring/verbs,attire/garment
tunic,2140,107,item,,attire/garment
uncommon,2795,2289,item,stuff/treasure,item/descriptor/quality
uniform,2628,178,item,,attire/general
uniform,2637,178,item,,attire/insignia
useful,2785,2572,item,,item/descriptor/quality
valuable,2787,1541,item,,item/descriptor/quality
vest,2139,129,item,,attire/garment
vial,520,477,item,stuff/mundane,items
ware,3557,332,item,stuff/commerce,commerce
wax,525,244,item,stuff/mundane,items
wealth,3059,2392,item,stuff/commerce,economy
wealthy,4076,1052,item,,commerce
weapon,3350,33250,item,stuff/weapon,weaponry
wear,67,4564,item,,attire/general
wedge,3541,123,item,stuff/mundane,item/tools
weigh,1283,544,item,,commerce/logistics-value-mercantile
weighs,1284,539,item,,commerce/logistics-value-mercantile
weight,1274,2913,item,,commerce/logistics-value-mercantile
wondrous,2798,1679,item,,item/descriptor/quality
wool,2134,167,item,,attire/textile
wore,2130,124,item,,attire/general
worn,68,1457,item,,attire/general
worth,1271,3945,item,stuff/commerce,commerce/logistics-value-mercantile
worthless,2171,170,item,stuff/treasure,item/treasure
zero,1301,1018,item,stuff/accounting,accounting
